web-scraper-order,web-scraper-start-url,articles_link,articles_link-href,details,prix,adresse,image_lien-src
"1738618893-223","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","APPARTEMENT F4 À VENDRE YOFF VIRAGE","https://www.dakarvente.com/annonce-47647-appartement-f4-vendre-yoff-virage.html","APPARTEMENT F4 À VENDRE YOFF VIRAGE","135.000.000  FCFA","Offre d'un professionnel à Virage","media/annonces/pics/a6289f60b24cb8b293ae68bf43bab29b.jpeg"
"1738618897-224","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","APPARTEMENT A VENDRE","https://www.dakarvente.com/annonce-47716-appartement-a-vendre.html","APPARTEMENT A VENDRE","105.021.000  FCFA","Offre d'un particulier à Ouest Foire","media/annonces/pics/42c84336976605c6d5eef4ce0013f40b.jpeg"
"1738618901-225","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","appartement à vendre","https://www.dakarvente.com/annonce-47765-appartement-vendre.html","appartement à vendre","180.000.000  FCFA","Offre d'un particulier à Cité Keur Gorgui","media/annonces/pics/0e8adb31abd772ad95655953c51ea797.jpeg"
"1738618906-226","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Appartement à vendre","https://www.dakarvente.com/annonce-47972-appartement-vendre.html","Appartement à vendre","110.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/0d05c4edaff8c76d722fa3d6b8b672f4.jpeg"
"1738618910-227","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Appartement Meublé à vendre à Dakar Sénégal","https://www.dakarvente.com/annonce-48240-appartement-meubl-vendre-dakar-sngal.html","Appartement Meublé à vendre à Dakar Sénégal","47.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/a21b6775864f3a100740f240d1e30026.jpeg"
"1738618915-228","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","APPARTEMENTS F4 A VENDRE EN LOCATION VENTE","https://www.dakarvente.com/annonce-48358-appartements-f4-a-vendre-en-location-vente.html","APPARTEMENTS F4 A VENDRE EN LOCATION VENTE","97.519.500  FCFA","Offre d'un particulier à Ouest Foire","media/annonces/pics/863b82850a2d1b56f4cc848ee03ff06a.jpeg"
"1738618920-229","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Appartement A Vendre","https://www.dakarvente.com/annonce-48601-appartement-a-vendre.html","Appartement A Vendre","40.000.000  FCFA","Offre d'un particulier à Diamniadio","media/annonces/pics/c860340a9d60e483cc8250f27a87c871.jpg"
"1738618924-230","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Appartement à vendre Point E","https://www.dakarvente.com/annonce-49154-appartement-vendre-point-e.html","Appartement à vendre Point E","272.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/075f23551ca944a0d6ad83b5e22cdc9f.jpeg"
"1738618928-231","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Appartement à vendre à Mermoz","https://www.dakarvente.com/annonce-49168-appartement-vendre-mermoz.html","Appartement à vendre à Mermoz","270.000.000  FCFA","Offre d'un particulier à Mermoz","media/annonces/pics/97ca21a76e9ed9144f670e3ba373c96d.jpeg"
"1738618933-232","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Appartement à vendre à Mermoz","https://www.dakarvente.com/annonce-49169-appartement-vendre-mermoz.html","Appartement à vendre à Mermoz","270.000.000  FCFA","Offre d'un particulier à Mermoz","media/annonces/pics/dd12f8c492adf2d6f25b061c26e63c84.jpeg"
"1738618938-233","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Studio Amitié","https://www.dakarvente.com/annonce-49767-studio-amiti.html","Studio Amitié","67.000.000  FCFA","Offre d'un particulier à Amitié","media/annonces/pics/c2f21e4c28487c61b24e4b2b9b062315.jpg"
"1738618943-234","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","F2 neuf Amitié","https://www.dakarvente.com/annonce-49800-f2-neuf-amiti.html","F2 neuf Amitié","67.000.000  FCFA","Offre d'un particulier à Amitié","media/annonces/pics/b971deed53079121e042759d02910a7c.jpg"
"1738618947-235","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Studio haut de Gamme Amitié","https://www.dakarvente.com/annonce-49824-studio-haut-de-gamme-amiti.html","Studio haut de Gamme Amitié","72.200.000  FCFA","Offre d'un particulier à Amitié","media/annonces/pics/ee1e1558aea58f78d7bb3007021eb8da.jpg"
"1738618958-236","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Studio neuf Mamelles","https://www.dakarvente.com/annonce-49825-studio-neuf-mamelles.html","Studio neuf Mamelles","60.000.000  FCFA","Offre d'un particulier à Mamelles","media/annonces/pics/52b83168c44d8f67da7c6bfeeea1f358.jpg"
"1738618963-237","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","APPARTEMENT F4 MEUBLE A VENDRE A DIAMNIADIO","https://www.dakarvente.com/annonce-49963-appartement-f4-meuble-a-vendre-a-diamniadio.html","APPARTEMENT F4 MEUBLE A VENDRE A DIAMNIADIO","50.000.000  FCFA","Offre d'un particulier à Diamniadio","media/annonces/pics/0c4625988eda0555ca59b333b390df1c.jpeg"
"1738618976-238","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","PROMO -10% APPARTEMENT RESIDENCE FOIRE  CITY","https://www.dakarvente.com/annonce-49965-promo-10-appartement-residence-foire-city.html","PROMO -10% APPARTEMENT RESIDENCE FOIRE  CITY","59.000.000  FCFA","Offre d'un particulier à Sicap Foire","media/annonces/pics/b82c999b88fa30a477507a5f13208296.jpg"
"1738618980-239","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","APPARTEMENT F4 MEUBLE A VENDRE A DIAMNIADIO","https://www.dakarvente.com/annonce-49967-appartement-f4-meuble-a-vendre-a-diamniadio.html","APPARTEMENT F4 MEUBLE A VENDRE A DIAMNIADIO","50.000.000  FCFA","Offre d'un particulier à Diamniadio","media/annonces/pics/958f57a45016d7bf63da6cfb90c3b5fd.jpeg"
"1738618985-240","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","APPARTEMENT LOCATION VENTE POUR INVESTISSEUR","https://www.dakarvente.com/annonce-49972-appartement-location-vente-pour-investisseur.html","APPARTEMENT LOCATION VENTE POUR INVESTISSEUR","82.516.500  FCFA","Offre d'un particulier à Ouest Foire","media/annonces/pics/933adb7fc7725b2c2e717873bf9a684d.jpeg"
